Source;Target;Type;Weight
36360816693;5160;Directed;0
36360816693;59;Directed;-82
36360816693;58;Directed;-85
36360816693;5168;Directed;-90
36360816693;54;Directed;-83
36360816693;57;Directed;-81
36360816693;50;Directed;-65
36360816693;524;Directed;-82
36360816693;518;Directed;-87
36360816693;520;Directed;-81
36360816693;522;Directed;-87
36360816693;523;Directed;-84
36360816693;513;Directed;-79
36360816693;512;Directed;-80
130;178;Directed;None
130;179;Directed;None
130;1214;Directed;None
130;1134;Directed;None
136;1211;Directed;None
136;198;Directed;-67
136;1214;Directed;-67
136;1133;Directed;-78
136;192;Directed;-66
136;182;Directed;-78
136;132;Directed;None
136;180;Directed;-69
136;181;Directed;-77
136;1221;Directed;None
136;1117;Directed;-76
136;1108;Directed;None
90;9;Directed;-77
90;92;Directed;None
90;95;Directed;-76
90;104459421554;Directed;-78
139;151;Directed;-90
139;1214;Directed;-89
139;140;Directed;None
139;1133;Directed;-83
139;182;Directed;-86
139;132;Directed;None
139;180;Directed;-82
139;1221;Directed;None
92;90;Directed;None
95;90;Directed;-75
95;93;Directed;-68
95;104459421554;Directed;-83
3;3201;Directed;None
3;3200;Directed;None
3;3;Directed;-58
3;3195;Directed;-69
3;3190;Directed;-72
3;3199;Directed;-88
818;832;Directed;-83
818;830;Directed;-87
818;86;Directed;-87
818;819;Directed;-73
818;825;Directed;-77
818;827;Directed;None
818;225877267718;Directed;-82
818;817;Directed;-58
819;818;Directed;-77
819;225877267718;Directed;-49
819;817;Directed;-63
104459421554;2206;Directed;-80
104459421554;2207;Directed;None
104459421554;2209;Directed;-68
104459421554;9;Directed;-66
104459421554;2197;Directed;-81
104459421554;2165;Directed;-78
104459421554;2199;Directed;-80
104459421554;95;Directed;-78
104459421554;90;Directed;-78
810;813;Directed;None
810;814;Directed;None
811;812;Directed;None
811;89;Directed;None
812;811;Directed;None
812;89;Directed;None
813;832;Directed;None
813;89;Directed;None
813;810;Directed;None
813;827;Directed;None
813;814;Directed;None
813;87;Directed;None
813;823;Directed;None
814;810;Directed;None
814;813;Directed;None
815;830;Directed;-85
815;834;Directed;None
815;88;Directed;-81
815;825;Directed;-85
815;81;Directed;0
815;86;Directed;-89
815;823;Directed;None
815;822;Directed;None
817;818;Directed;-56
817;819;Directed;-58
817;225877267718;Directed;-59
719;77;Directed;-67
719;716;Directed;-86
719;713;Directed;-73
717;76;Directed;-76
716;77;Directed;-64
716;79831339542;Directed;-80
716;713;Directed;-75
716;719;Directed;-89
716;720;Directed;-82
715;714;Directed;None
715;74;Directed;None
715;73;Directed;-62
715;71;Directed;-58
715;721;Directed;-60
715;722;Directed;-84
714;715;Directed;None
714;74;Directed;None
714;70;Directed;None
713;719;Directed;-70
713;716;Directed;-73
713;77;Directed;-59
713;724;Directed;-74
713;725;Directed;-68
713;79831339542;Directed;-78
712;76;Directed;-63
712;78;Directed;-50
712;723;Directed;-46
712;711;Directed;-51
712;72;Directed;-77
711;712;Directed;-62
711;76;Directed;-52
711;72;Directed;-80
711;70;Directed;None
711;78;Directed;-35
711;79;Directed;None
711;723;Directed;-52
79831339542;716;Directed;-82
79831339542;713;Directed;-86
59;5160;Directed;None
59;515;Directed;None
59;58;Directed;-82
59;55;Directed;-84
